id,order,type,page_title,app_question,app_question_with_defect,defect,has_not_applicable_option,defect_order,has_image,has_text,is_prohibitional,show_warning,warning_text,safety_notes,for_hgv,for_non-hgv,,,
128,14,yesno,Bodywork and Number Plate,Is the bodywork and number plate free from damage and sharp edges?,Is the bodywork and number plate free from damage and sharp edges?,Number plate missing front,0,0,1,0,1,0,1,Not roadworthy vehicle must be VOR,1,1,,,
129,15,yesno,Internal Racking Systems,Is the racking free from damage and sharp edges?,Is the racking free from damage and sharp edges?,Racking system bottom hinged doors damaged,0,0,1,0,1,0,1,Roadworthy if no risk of injury is evident to the driver,1,1,,,
130,15,yesno,Internal Racking Systems,Is the racking free from damage and sharp edges?,Is the racking free from damage and sharp edges?,Racking system shelving damaged,0,0,1,0,1,0,1,Roadworthy if no risk of injury is evident to the driver,1,1,,,
131,15,yesno,Internal Racking Systems,Is the racking free from damage and sharp edges?,Is the racking free from damage and sharp edges?,Racking system not secure,0,0,0,0,1,0,1,Not roadworthy secure before driving vehicle,1,1,,,
132,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Hand brake worn,0,0,0,0,1,0,1,Not roadworthy vehicle must be VOR,1,1,,,
133,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Hand brake insecure,0,0,0,0,1,0,1,Not roadworthy vehicle must be VOR,1,1,,,
134,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Hand brake damaged,0,0,0,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
135,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Hand brake inoperative,0,0,0,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
136,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Foot brake worn,0,0,0,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
137,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Foot brake insecure,0,0,0,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
138,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Foot brake damaged,0,0,0,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
139,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Foot brake inoperative,0,0,0,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
140,16,yesno,Brakes,Are all brakes free from defects?,Are all brakes free from defects?,Foot brake spongey,0,0,0,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
141,17,yesno,Safe Load,Is your load secure?,Is your load secure?,Unsecure,0,0,1,0,1,0,\N,Reload or contact Manager,1,1,,,
142,18,yesno,Clutch,Clutch,Clutch,Faulty clutch,0,0,0,0,1,0,\N,Roadworthy but needs workshop visit. Confirm with manager,1,1,,,
143,19,yesno,Engine or Exhaust Smoke,Engine or Exhaust Smoke,Engine or Exhaust Smoke,Excessive smoke,0,0,1,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
144,19,yesno,Engine or Exhaust Smoke,Engine or Exhaust Smoke,Engine or Exhaust Smoke,Black smoke,0,0,1,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
145,19,yesno,Engine or Exhaust Smoke,Engine or Exhaust Smoke,Engine or Exhaust Smoke,White smoke,0,0,1,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
146,20,yesno,Gearbox,Gearbox,Gearbox,Faulty gearbox,0,0,0,0,1,0,\N,Roadworthy but needs workshop visit. Confirm with manager,1,1,,,
147,21,yesno,Speed Limiter,Speed Limiter,Speed Limiter,Speed limiter faulty,0,0,0,0,1,0,\N,Roadworthy but needs workshop visit,1,1,,,
148,22,yesno,Speedometer,Speedometer,Speedometer,Speedometer faulty,0,0,0,0,1,0,\N,Not roadworthy vehicle must be VOR,1,1,,,
149,23,yesno,Tyre Safety Check ,Tyre Safety Check ,Tyre Safety Check ,Tyre safety check,0,0,0,0,1,1,0,Contact Fleet and advise that a workshop booking is required,1,1,,,
150,24,yesno,Vehicle for MOT,Vehicle for MOT,Vehicle for MOT,Vehicle for MOT,0,0,0,0,1,1,0,Advisory defect,1,1,,,
151,25,yesno,Vehicle for Service,Vehicle for Service,Vehicle for Service,Vehicle for service,0,0,0,0,1,1,0,Advisory defect,1,1,,,
152,26,yesno,Wheel Re-torque Required,Wheel Re-torque Required,Wheel Re-torque Required,Wheel re-torque required,0,0,0,0,1,1,0,"Wheels must be re-torqued to correct Nm, stand for 30 mins and be re-torqured again",1,1,,,
153,27,yesno,Wheel Alignment and Tracking,Wheel Alignment and Tracking,Wheel Alignment and Tracking,Wheel alignment and tracking,0,0,0,0,1,1,0,Contact Fleet and advise that a workshop booking is required,1,1,,,
